host;Questel unique family ID (FAN);Priority dates;Latest standardized assignees - inventors removed
avian;45703922;10/05/2013;HEILONGJIANG UNIVERSITY
mult_sp;45711537;25/03/2013;CHINA ANIMAL HUSBANDRY COMMERICAL GENERAL
mult_sp;45711537;25/03/2013;CHINA ANIMAL HUSBANDRY INDUSTRY
suin;45713651;20/05/2013;HEILONGJIANG ENTRY EXIT INSPECTION & QUARANTINETECHNICAL CENTER
avian_flu;45801583;10/02/2012;CHINA AGRICULTURAL UNIVERSITY
mult_sp;45859553;"2011-11-10
2013-08-09
2017-05-10";US GOVERNMENT
mult_sp;45859553;"2011-11-10
2013-08-09
2017-05-10";WALTER REED ARMY INSTITUTE OF RESEARCH
avian;45864772;09/05/2013;BEIJING ZHONGHAI BIOTECH
avian;45911861;23/05/2013;LANZHOU VETERINARY RESEARCH INSTITUTE CAAS
mult_sp;45972740;03/07/2013;YEBIO BIOENGINEERING
mult_sp;45972784;27/04/2013;SOUTH CHINA AGRICULTURAL UNIVERSITY
suin;46001207;03/07/2013;YEBIO BIOENGINEERING
mult_sp;46001214;03/07/2013;YEBIO BIOENGINEERING
suin;46001220;03/07/2013;YEBIO BIOENGINEERING
avian;46021007;14/09/2011;FEDERAL NOE G BJUDZHETNOE UCHREZHDENIE FEDERAL NYJ TS OKHRANY ZDOROV JA ZHIVOTNYKH FGBU VNIIZZH
mult_sp;46033176;16/03/2012;MERIAL
suin;46059096;23/03/2012;PU LIKE BIO ENGINEERING
avian;46084641;"2012-03-22
2013-03-15";MERIAL
bovin;46094682;"2009-11-23
2013-09-05";ZOETIS SERVICES
mult_sp;46120106;"2012-04-02
2013-04-01";CSIC - CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS
mult_sp;46120106;"2012-04-02
2013-04-01";INSTITUTE NAC INVESTIGACION INIA
mult_sp;46120106;"2012-04-02
2013-04-01";UNI POMPEU FABRA
suin;46124809;03/07/2013;YEBIO BIOENGINEERING
avian;46124812;19/07/2013;TIANJIN RINGPU BIOLOGY TECHNOLOGY
suin;46163330;04/04/2012;ZOETIS SERVICES
avian_flu;46205511;23/07/2013;WUHAN CHOPPER BIOLOGY
avian;46213721;30/07/2013;BEIJING ACADEMY OF AGRICULTURE & FORESTRY SCIENCES
avian_flu;46243732;"2012-04-18
2014-03-19
2014-04-08";TSINGHUA UNIVERSITY
mult_sp;46276161;04/07/2012;BEIJING JIANXIANG HEMU BIOLOGICAL TECHNOLOGY
mult_sp;46276161;04/07/2012;SHANXI LONGKER BIOLOGICAL PHARMACEUTICAL
avian_flu;46609356;"2009-10-06
2010-10-04
2010-10-06";HELIX
suin;46624606;29/07/2011;BOEHRINGER INGELHEIM VETMEDICA
avian;46633403;"2009-08-11
2009-11-02";NATIONAL UNIVERSITY CHONBUK INDUSTRY COOP FOUND
avian;52042592;"2011-11-30
2012-08-30
2012-11-29
2015-04-09
2015-06-23";MERIAL
mult_sp;52046455;"2012-02-14
2013-02-14
2017-01-19";MERIAL
avian;52356317;"2002-12-06
2003-05-15
2003-12-02
2003-12-03
2004-11-16";ZOETIS SERVICES
avian_flu;52565652;"2004-10-07
2005-01-31
2005-10-06";ZOETIS SERVICES
avian_flu;53607352;17/04/2012;NATIONAL UNIVERSITY TSING HUA
bovin;54859240;"2004-05-14
2004-10-26
2005-05-12";SITY CHAUDHARY CHARAN SINGH HA
avian_flu;55011610;29/04/2010;YANGZHOU YOUBANG BIO CHEMICAL PHARMACEUTIAL
avian;55021499;"2011-03-02
2012-03-01";MEDTRONIC INTERVET
avian;55021499;"2011-03-02
2012-03-01";UTRECHT UNIVERSITY
suin;55029083;07/05/2011;LABORATORIO AVI MEX
suin;55034717;27/05/2011;SINOVET BIOPHARM
mult_sp;59309469;31/07/2013;LANZHOU VETERINARY RESEARCH INSTITUTE CAAS
avian;59335702;25/07/2013;SHANGHAI VETERINARY RESEARCH INSTITUTE CHINESE ACADEMY OF AGRICULTURAL SCIENCES
avian;59339759;09/08/2013;ZHEJIANG MIBOLERONE BIOLOGICAL TECHNOLOGY
avian_flu;59347358;12/08/2013;HEILONGJIANG BAIZHOU BIOLOGICAL ENGINEERING
suin;59347841;09/06/2013;NORTHEAST AGRICULTURAL UNIVERSITY
suin;59394861;24/10/2012;HUAZHONG AGRICULTURAL UNIVERSITY
avian_flu;59397165;29/07/2013;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
suin;59443338;06/08/2013;AGRICULTURAL UNIVERSITY OF HEBEI
avian;59515792;08/10/2013;JIANGSU ACADEMY OF AGRICULTURAL SCIENCES
suin;59520747;18/09/2013;ZHEJIANG MIBOLERONE BIOLOGICAL TECHNOLOGY
suin;59520758;18/09/2013;ZHEJIANG MIBOLERONE BIOLOGICAL TECHNOLOGY
suin;59520822;18/09/2013;ZHEJIANG MIBOLERONE BIOLOGICAL TECHNOLOGY
avian;59520841;18/09/2013;ZHEJIANG MIBOLERONE BIOLOGICAL TECHNOLOGY
avian_flu;59523485;23/09/2013;TIANJIN RINGPU BIOLOGY TECHNOLOGY
avian_flu;59524410;30/07/2013;BEIJING HUAXIA XINGYANG BIOLOGICAL SCIENCE & TECHNOLOGY
avian;59525715;29/09/2013;YANG JIANCHUN HENAN YAWEI ANIMAL MEDICINE
avian;59528817;08/10/2013;JIANGSU ACADEMY OF AGRICULTURAL SCIENCES
avian;59528892;08/10/2013;JIANGSU ACADEMY OF AGRICULTURAL SCIENCES
avian_flu;59544561;30/09/2013;ZHONGKE MICROORGANISM IMMUNE AGENTS ENGINEERING CENTER
suin;59556586;29/06/2012;PU LIKE BIO ENGINEERING
avian_flu;59563383;06/09/2013;CHENGDU KANGHUA BIOLOGICAL PRODUCTS
avian;59569572;"2013-07-01
2013-09-30";LANZHOU VETERINARY RESEARCH INSTITUTE CAAS
suin;59579482;16/10/2013;YANGZHOU UNIVERSITY
suin;59581196;18/10/2013;WUHAN RESEARCH INSTITUTE OF ANIMAL & VETERINARYSCIENCE
mult_sp;59599480;23/10/2013;ZHEJIANG AGRICULTURE AND FORESTRY UNIVERSITY
avian;59610038;19/11/2013;ZHEJIANG MIBOLERONE BIOLOGICAL TECHNOLOGY
suin;59613620;31/10/2013;CHENGDU TIANBANG BIOLOGICAL PRODUCT
suin;59617377;04/11/2013;WUHAN CHOPPER BIOLOGY
mult_sp;59907546;"1998-06-20
1999-06-21
2000-12-19";UNITED BIOMEDICAL
avian;60939940;"2009-08-07
2013-11-22";ZOETIS SERVICES
bovin;61162984;14/06/2012;VETALL
bovin;61169576;27/07/2012;G NAUCHNOE UCHREZHDENIE VRNII VETERINARNOJ SANITARII GIGIENY I EHKOLOGII ROSSIJSKOJ AKADEMII SKO
bovin;61170586;25/09/2012;FEDERAL NOE G BJUDZHETNOE UCHREZHDENIE FEDERAL NYJ TS OKHRANY ZDOROV JA ZHIVOTNYKH FGBU VNIIZZH
suin;61231635;24/04/2012;OHIO STATE INNOVATION FOUNDATION
suin;61237388;24/07/2012;SBC VIRBAC
suin;61250098;17/05/2012;ZOETIS SERVICES
mult_sp;61256969;"2012-06-13
2013-06-13
2016-10-03";MERIAL
mult_sp;61256969;"2012-06-13
2013-06-13
2016-10-03";UNIVERSITY OF GLASGOW
bovin;61261504;"2012-06-27
2012-09-10
2013-06-24
2014-12-17
2015-12-14
2016-04-07
2017-03-30
2017-04-03
2018-05-17";UNIVERSITY OF VIRGINIA
mult_sp;61265869;"2012-06-19
2013-06-18";US DEPARTMENT OF HEALTH & HUMAN SERVICES
suin;61269639;18/07/2012;ACAD ZIEKENHUIS LEIDEN LUMC
suin;61269639;18/07/2012;CAMBRIDGE ENTERPRISE
suin;61269639;18/07/2012;SOUTH DAKOTA BOARD OF REGENTS
suin;61269639;18/07/2012;UNIVERSITY COLLEGE CORK
avian;61270788;"2012-07-05
2013-07-05
2017-05-12
2017-07-13";OHIO STATE INNOVATION FOUNDATION
avian;61336170;23/09/2013;TIANJIN RINGPU BIOLOGY TECHNOLOGY
bovin;61342584;27/07/2012;G NAUCHNOE UCHREZHDENIE VRNII VETERINARNOJ SANITARII GIGIENY I EHKOLOGII ROSSIJSKOJ AKADEMII SKO
suin;61345061;07/08/2012;PU LIKE BIO ENGINEERING
avian;61781935;13/11/2013;JIANGSU ACADEMY OF AGRICULTURAL SCIENCES
avian;61785162;19/11/2013;ZHEJIANG MIBOLERONE BIOLOGICAL TECHNOLOGY
suin;61815419;25/11/2013;CHONGQING AULEON BIOLOGICALS
avian;61816107;23/09/2013;TIANJIN RINGPU BIOLOGY TECHNOLOGY
avian;61816124;23/09/2013;TIANJIN RINGPU BIOLOGY TECHNOLOGY
avian;61816128;23/09/2013;TIANJIN RINGPU BIOLOGY TECHNOLOGY
avian;61827982;04/11/2013;SHANDONG SINDER TECHNOLOGY
avian_flu;61857084;13/07/2012;KOREA RURAL DEVELOPMENT ADMINISTRATION (RDA)
avian_flu;61857084;13/07/2012;SEOUL NATIONAL UNIVERSITY R&DB FOUNDATION (SNU)
mult_sp;61868533;"2012-08-30
2013-03-14";MONTANA STATE UNIVERSITY
suin;61868993;29/08/2012;MEDTRONIC INTERVET
mult_sp;61893314;23/07/2007;LANZHOU VETERINARY RESEARCH INSTITUTE CAAS
bovin;61901092;"2008-09-17
2009-09-16";INTERVET INTERNATIONAL
suin;61901092;17/09/2008;INTERVET INTERNATIONAL
bovin;61901092;"2008-09-17
2009-09-16";JUSTUS LIEBIG UNIVERSITAT GIESSEN
suin;61901092;17/09/2008;JUSTUS LIEBIG UNIVERSITAT GIESSEN
avian;61926840;28/07/2006;PU LIKE BIO ENGINEERING
avian;61933554;03/07/2006;HENAN AGRICULTURAL UNIVERSITY
avian;61946250;22/07/2005;YANGZHOU UNIVERSITY
avian_flu;61949150;26/03/2009;CHENGDU KANGHUA BIOLOGICAL PRODUCTS
avian;61955123;29/07/2005;GUANGXI VETERINARY RESEARCH INSTITUTE
suin;61964095;09/11/2000;UNIVERSITY OF ILLINOIS
suin;61973551;11/07/2005;HUAZHONG AGRICULTURAL UNIVERSITY
avian;61973843;27/07/2005;SICHUAN AGRICULTURAL UNIVERSITY
suin;61978874;22/09/2003;INSERM - INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE
suin;61978874;22/09/2003;INSTITUT PASTEUR
avian;61986551;18/07/2006;LUOYANG PU LIKE BIO ENGINEERING
suin;61992615;30/11/2007;CHINA INSTITUTE OF VETERINARY DRUGS CONTROL
suin;61992615;30/11/2007;GUANGDONG YONGSHUN BIO PHARMACEUTICAL
avian;62004011;23/03/2009;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
avian_flu;62005949;"2008-11-19
2011-05-19
2011-06-17
2014-09-03";LABORATORIO AVI MEX
mult_sp;62006387;04/06/2009;CHINA ANIMAL HUSBANDRY INDUSTRY
avian_flu;62011541;"2008-12-16
2009-12-16
2016-02-19";OLOGY BIOSERVICES
avian_flu;62015318;28/02/2011;JIANGSU ACADEMY OF AGRICULTURAL SCIENCES
bovin;62015676;02/03/2011;HUAZHONG AGRICULTURAL UNIVERSITY
avian;62030705;18/07/2006;LUOYANG PU LIKE BIO ENGINEERING
suin;62041422;19/05/2005;MINKE BIOLOGICAL TECHNOLOGY CENTER LANZHOU
mult_sp;62054645;26/03/2009;CHENGDU KANGHUA BIOLOGICAL PRODUCTS
suin;62067081;09/01/2004;HUAZHONG AGRICULTURAL UNIVERSITY
mult_sp;62068832;05/02/2004;LANZHOU VETERINARY RESEARCH INSTITUTE CAAS
avian_flu;62070175;08/07/2005;YANGZHOU UNIVERSITY
avian_flu;62071388;25/11/2004;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
mult_sp;62071418;13/01/2004;UNIVERSITY OF XIAMEN
avian;62090556;30/06/2005;SHANGHAI JIAO TONG UNIVERSITY
avian_flu;62091928;"2006-05-05
2008-11-28";TEMASEK
suin;62097702;23/11/2004;HUAZHONG AGRICULTURAL UNIVERSITY
mult_sp;62101042;06/04/2005;YUNNAN PROV INSTITUTE OF TOBACCO SCIENCE
avian;62109394;29/07/2005;SICHUAN AGRICULTURAL UNIVERSITY
suin;62114188;15/06/2007;PROTATEK INTERNATIONAL
mult_sp;62114840;29/09/2005;HUAZHONG AGRICULTURAL UNIVERSITY
suin;62120020;01/02/2007;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
suin;62120103;09/01/2007;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
avian;62136629;03/07/2006;HENAN AGRICULTURAL UNIVERSITY
mult_sp;62138558;23/07/2007;LANZHOU VETERINARY RESEARCH INSTITUTE CAAS
suin;62145079;24/01/2008;INSTITUTE OF ANIMAL SCIENCE & VETERINARY MEDICINE SHANDONG ACADEMY OF AGRICULTURAL SCIENCES
suin;62152866;30/04/2008;CHINA ANIMAL DISEASE CONTROL CENTER
suin;62154298;24/06/2008;YANGZHOU YOUBANG BIO CHEMICAL PHARMACEUTIAL
mult_sp;62178497;03/06/2009;LANZHOU VETERINARY RESEARCH INSTITUTE CAAS
avian_flu;62178823;"2008-11-28
2009-11-27";HOKKAIDO UNIVERSITY
avian_flu;62178823;"2008-11-28
2009-11-27";JP NATIONAL INSTITUTE OF INFECTIOUS DISEASES
avian_flu;62178823;"2008-11-28
2009-11-27";NOF
avian_flu;62178823;"2008-11-28
2009-11-27";SAITAMA MEDICAL UNIVERSITY
avian_flu;62188422;"2008-11-07
2009-01-21
2009-11-03";ANHYDRO BIOLOGICALS
suin;62210680;05/01/2011;CHONGQING UNIVERSITY
avian_flu;62214773;"2010-11-04
2011-11-04
2013-09-23
2016-05-26
2016-06-23";ACADEMIA SINICA
avian;62215862;15/03/2011;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
mult_sp;62224040;12/01/2011;SHANDONG HENGYE BIOTECHNOLOGY
avian;62224095;16/03/2011;YANGZHOU UNIVERSITY
avian_flu;62226019;"2010-04-30
2011-02-09";TEMASEK
avian;62229714;15/03/2011;INSTITUTE OF MICROBIOLOGY CHINESE ACADEMY OF SCIENCES
avian;62232109;16/03/2011;YANGZHOU UNIVERSITY
avian;62240637;17/01/2012;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
suin;62242417;10/01/2012;TIANJIN YAOYU BIOLOGICAL TECHNOLOGY
bovin;62252643;23/02/2011;HUAZHONG AGRICULTURAL UNIVERSITY
avian_flu;62255564;"2010-10-18
2010-10-28
2011-10-17";INTERVET INTERNATIONAL
suin;62306077;10/02/2012;CHINA AGRICULTURAL UNIVERSITY
bovin;64515036;29/11/2000;SAINT JOHN BARRINGER THE NEW YORK SPIRIT OF PROGRAMMING HIGHLIGHTS MEDICINE CROW
avian;64515528;04/07/2001;NOBEL CHAINS
suin;64522332;12/01/2006;SAINT JOHN BARRINGER BOEHRINGER MANNHEIM SPIRIT MEDICINE CROW
bovin;64535256;06/12/2006;ZOE AWARD
suin;64539344;30/11/2006;JOE CONCEPCION SUPERIOR DE RENNES MASTERS CUP HOUSTON TIN PIN LOCATOR MR FORT DODGE WEST TERRITORIES CANARIA
bovin;64758040;"2012-09-11
2013-09-11
2017-09-28";TEXAS A & M UNIVERSITY
avian;64897108;23/09/2013;TIANJIN RINGPU BIOLOGY TECHNOLOGY
avian_flu;64900269;19/11/2013;CHINA AGRICULTURAL UNIVERSITY
avian;64920211;10/09/2012;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
avian;64921213;05/09/2012;LOHMANN ANIMAL HEALTH
avian;64921213;05/09/2012;UNIVERSITAT LEIPZIG
suin;64933911;29/11/2013;ZUNYI MEDICAL COLLEGE
suin;64933917;29/11/2013;ZUNYI MEDICAL COLLEGE
suin;64933923;29/11/2013;ZUNYI MEDICAL COLLEGE
suin;64933924;27/08/2012;PU LIKE BIO ENGINEERING
avian;64940926;09/12/2013;QINGDAO AGRICULTURAL UNIVERSITY
suin;64963708;28/11/2013;JIANGSU ACADEMY OF AGRICULTURAL SCIENCES
avian;64971412;15/11/2013;LANZHOU VETERINARY RESEARCH INSTITUTE CAAS
suin;65007964;08/11/2013;CHINA ANIMAL HUSBANDRY INDUSTRY
mult_sp;65007967;21/11/2013;CHINA ANIMAL HUSBANDRY INDUSTRY
bovin;65036062;17/09/2012;FEDERAL NOE G BJUDZHETNOE UCHREZHDENIE FEDERAL NYJ TS OKHRANY ZDOROV JA ZHIVOTNYKH FGBU VNIIZZH
suin;65037832;26/09/2012;UNIVERSITEIT LEIDEN
suin;65037832;26/09/2012;UNIVERSITY OF MANITOBA
suin;65062364;16/12/2013;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
avian;65081719;"2012-10-15
2013-09-03";KONKUK UNIVERSITY INDUSTRIAL COOPERATION
avian;65091608;25/12/2013;HARBIN PHARMACEUTICAL BIO VACCINE
avian;65093204;30/12/2013;HARBIN PHARMACEUTICAL BIO VACCINE
mult_sp;65129560;30/12/2013;DALIAN UNIVERSITY
mult_sp;65183191;"2012-10-24
2013-09-26";US DEPARTMENT OF AGRICULTURE
avian;65310856;25/11/2011;ENGENE ENGENHARIA GENETICA
avian;65336431;14/01/2014;JIANGSU AGRI ANIMAL HUSBANDRY VOCATIONAL COLLEGE
suin;65336466;17/07/2013;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
suin;65336466;17/07/2013;HARBIN WEIKE BIOTECHNOLOGY DEVELOPMENT
suin;65336467;17/07/2013;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
suin;65336467;17/07/2013;HARBIN WEIKE BIOTECHNOLOGY DEVELOPMENT
avian_flu;65349885;08/11/2013;GUANGDONG DAHUANONG ANIMAL HEALTH PRODUCTS
avian_flu;65349885;08/11/2013;ZHAOQING DAHUANONG BIOLOGIC PHARMACEUTICAL
suin;65363091;24/12/2013;BEIJING DABEI AGRICULTURAL SCIENCE & TECHNOLOGY
suin;65363091;24/12/2013;BEIJING DABEINONG TECHNOLOGY
suin;65363091;24/12/2013;BEIJING KEMUFENG BIOLOGICAL PHARMACEUTICAL
suin;65363091;24/12/2013;FUZHOU BEI NONG BIOTECH
avian_flu;65363111;20/01/2014;RUIXIN 100 AUSTRIAN BIOTECHNOLOGY
avian_flu;65363417;20/01/2014;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
avian_flu;65415972;17/02/2014;QILU ANIMAL HEALTH PRODUCTS
suin;65427956;19/12/2013;INSTITUTE OF ANIMAL HEALTH GUANGDONG ACADEMY OF AGRICULTURAL SCIENCES
suin;65962135;01/11/2012;PU LIKE BIO ENGINEERING
suin;65962206;18/10/2013;NORTHEAST AGRICULTURAL UNIVERSITY
avian_flu;65970199;31/10/2012;LUOYANG HUIZHONG BIOTECH
avian_flu;65970199;31/10/2012;PU LIKE BIO ENGINEERING
avian_flu;65970245;26/11/2012;BEIJING CEVA HUADU BIOLOGICAL
suin;66000444;09/10/2012;CHONBUK NATIONAL UNIVERSITY INDUSTRY ACADEMIC COOPERATION TEAM
suin;66000444;09/10/2012;KOREA RURAL DEVELOPMENT ADMINISTRATION (RDA)
suin;66000444;09/10/2012;NATIONAL UNIVERSITY CHONBUK INDUSTRY COOP FOUND
mult_sp;66013754;"2012-11-16
2018-09-20";UNITED BIOMEDICAL
avian;66018373;"2012-11-16
2013-03-15
2015-10-19";AUBURN UNIVERSITY
avian;66018373;"2012-11-16
2013-03-15
2015-10-19";US DEPARTMENT OF AGRICULTURE
avian_flu;66031224;05/11/2012;PU LIKE BIO ENGINEERING
bovin;66092466;"2012-11-29
2013-11-28";INTERVET INTERNATIONAL
avian_flu;66108277;22/01/2014;SHENZHEN UNIVERSITY
mult_sp;66143046;"2012-12-03
2013-04-09
2013-12-03
2015-06-02
2016-11-28";OHIO STATE INNOVATION FOUNDATION
mult_sp;66143046;"2012-12-03
2013-04-09
2013-12-03
2015-06-02
2016-11-28";OHIO STATE UNIVERSITY
avian;66164588;"2013-07-19
2013-08-15";BEIJING ZHONGLIANKANG BIOTECHNOLOGY
bovin;66191387;27/09/2010;INSTITUTE EXPRM & CLINICAL VETERINA
suin;66203180;07/12/2012;UNIVERSITY OF ILLINOIS
avian;66300306;28/11/2012;PU LIKE BIO ENGINEERING
bovin;66336216;"2012-11-08
2013-11-08
2015-11-06
2016-01-08
2016-03-21
2016-09-30
2017-04-10
2017-05-12
2017-06-15
2018-06-25";BIOTECHNOLOGY RESEARCH & DEVELOPMENT
bovin;66336216;"2012-11-08
2013-11-08
2015-11-06
2016-01-08
2016-03-21
2016-09-30
2017-04-10
2017-05-12
2017-06-15
2018-06-25";US DEPARTMENT OF AGRICULTURE
suin;66353414;21/03/2014;JILIN ZHENGYE BIOLOGICAL PRODUCTS
mult_sp;66356890;30/12/2013;DALIAN UNIVERSITY
mult_sp;66357794;03/04/2014;SHENZHEN WEIGUANG BIOLOG PRODUCTS
mult_sp;66357802;03/04/2014;SHENZHEN WEIGUANG BIOLOG PRODUCTS
avian;66435793;31/12/2012;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
mult_sp;66446102;19/02/2014;BEIJING ZHONGLIANKANG BIOTECHNOLOGY
suin;66446118;21/03/2014;JILIN ZHENGYE BIOLOGICAL PRODUCTS
mult_sp;66455526;19/02/2014;BEIJING ZHONGLIANKANG BIOTECHNOLOGY
mult_sp;66483615;"2001-07-27
2002-07-23
2002-07-25
2006-10-30";ZOETIS SERVICES
avian_flu;66485733;"2006-04-14
2007-04-09";HEALTHBANKS BIOTECH
mult_sp;66514813;13/03/2014;LANZHOU VETERINARY RESEARCH INSTITUTE CAAS
suin;66609976;05/01/2013;PU LIKE BIO ENGINEERING
suin;66609993;19/12/2013;XINJIANG TECON ANIMAL HUSBANDRY BIOLOGICAL TECHNOLOGY
mult_sp;66655904;17/01/2005;SERUM INSTITUTE OF INDIA
mult_sp;66661284;"2004-08-13
2005-05-20
2005-08-12";COUNCIL OF SCIENTIFIC & INDUSTRIAL RESEARCH
mult_sp;66661284;"2004-08-13
2005-05-20
2005-08-12";INDIAN VETERINARY RESEARCH INSTITUTE
mult_sp;66661284;"2004-08-13
2005-05-20
2005-08-12";UNICHEM LABORATORIES
avian_flu;66677400;"2009-05-18
2010-05-17";PANACEA BIOTEC
mult_sp;66689355;14/01/2013;PU LIKE BIO ENGINEERING
avian;66696902;16/04/2014;JIANGSU ACADEMY OF AGRICULTURAL SCIENCES
avian;66774311;03/12/2012;KANGWON NATIONAL UNIVERSITY INDUSTRY ACADEMIC COOPERATION TEAM
avian;66774311;03/12/2012;KOREA VETCHEM
avian;66774311;03/12/2012;KYUNGPOOK NATIONAL UNIVERSITY  INDUSTRY ACADEMIC COOPERATION FOUNDATION
mult_sp;66813647;"2007-07-03
2008-04-24";CADILA HEALTHCARE
mult_sp;66814929;"2013-01-28
2014-01-28";DANMARKS TEKNISKE UNIVERSITET
mult_sp;66814929;"2013-01-28
2014-01-28";STATENS SERUM INSTITUT
avian;66824747;09/12/2013;ANHUI AGRICULTURAL UNIVERSITY
suin;66824790;04/05/2014;GUIZHOU UNIVERSITY
mult_sp;66824790;04/05/2014;GUIZHOU UNIVERSITY
avian_flu;66833786;14/04/2014;JILIN ZHENGYE BIOLOGICAL PRODUCTS
mult_sp;66833796;11/04/2014;TIANJIN RINGPU BIOLOGY TECHNOLOGY
suin;66833797;11/04/2014;TIANJIN RINGPU BIOLOGY TECHNOLOGY
avian;66833861;"2014-02-17
2014-05-08";BEIJING CEVA HUADU BIOLOGICAL
suin;67112044;28/02/2014;ANIMAL & PLANT INSPECTION & QUARANTINE TECHNOLOGY CENTER OF SHENZHEN ENTRY EXIT INSPECTION & QUARANTINE BUREAU
avian_flu;67115092;10/04/2014;TIANJIN INSTITUTE OF ANIMAL HUSBANDRY & VETERINARY
mult_sp;67119796;23/04/2014;JILIN HEYUAN BIOLOGICAL ENGINEERING
mult_sp;67143568;17/12/2012;INSTITUTE BIOTEKHNOLOGIJ VETERINARNOJ MEDITSINY AOOT
avian_flu;67151881;"2003-07-11
2005-10-18
2006-03-10
2006-05-15
2006-07-17
2006-07-21
2006-09-19
2006-10-18
2007-12-20
2008-12-19
2010-01-19
2012-09-27
2013-02-11
2013-09-09
2014-02-11";NOVAVAX
mult_sp;67224493;03/06/2014;CHINA INSTITUTE OF VETERINARY DRUGS CONTROL
avian;67241689;28/12/2012;REPUBLIC OF KOREA
avian_flu;67249072;"2013-02-21
2014-02-20
2016-08-25";BOEHRINGER INGELHEIM VETMEDICA
avian;67254719;12/05/2014;CHENGDU QIANKUN ANIMAL PHARMACEUTICAL
suin;67257211;24/03/2014;QINGDAO BAOMAIDE BIOLOGICAL MEDICAL TECHNOLOGY
avian_flu;67298748;19/05/2014;ZHENGZHOU AIKE BIOTECHNOLOGY
mult_sp;67304230;03/06/2014;CHINA INSTITUTE OF VETERINARY DRUGS CONTROL
avian_flu;67345989;"2014-06-18
2014-11-26";INSTITUTE OF PROCESS ENGINEERING CHINESE ACADEMY OF SCIENCES
suin;67360689;19/06/2014;PIRBRIGHT INSTITUTE
mult_sp;67393824;03/06/2014;CHINA INSTITUTE OF VETERINARY DRUGS CONTROL
avian;67393829;26/03/2014;NORTHEAST FORESTRY UNIVERSITY
avian;67427639;25/01/2013;INDUSTRY ACADEMIC COOPERATION FOUNDATION OF CHOSUN UNIVERSITY
avian;67427639;25/01/2013;KOREA VETCHEM
avian;67427639;25/01/2013;KYUNGPOOK NATIONAL UNIVERSITY  INDUSTRY ACADEMIC COOPERATION FOUNDATION
suin;67442617;15/03/2013;BOEHRINGER INGELHEIM VETMEDICA
mult_sp;67442622;15/03/2013;MERIAL
suin;67454564;20/03/2013;OPTIPHARM
bovin;67454633;"2013-03-18
2014-03-17";MEDTRONIC INTERVET
suin;67464603;11/03/2013;PU LIKE BIO ENGINEERING
avian_flu;67470446;20/06/2014;LI MINGSHENG
avian;67470450;05/06/2014;BEIJING ACADEMY OF AGRICULTURE & FORESTRY SCIENCES
suin;67501325;11/07/2014;JIANGSU NANNONG HI TECHNOLOGY
avian;67540884;03/04/2013;KONKUK UNIVERSITY HOLDINGS
avian;67545202;11/06/2014;GUANGZHOU SOUTH CHINA BIOLOGICAL MEDICINE
avian;67545216;09/07/2014;JIANGSU ACADEMY OF AGRICULTURAL SCIENCES
avian_flu;67679992;18/04/2013;CHINA ANIMAL HEALTH & EPIDEMIOLOGY CENTER
mult_sp;67743522;24/04/2013;LANZHOU VETERINARY RESEARCH INSTITUTE CAAS
mult_sp;67743530;24/04/2013;LANZHOU VETERINARY RESEARCH INSTITUTE CAAS
mult_sp;67743752;24/04/2013;LANZHOU VETERINARY RESEARCH INSTITUTE CAAS
mult_sp;67886731;31/07/2014;CAPITAL MEDICAL UNIVERSITY
avian;67888017;10/07/2014;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
mult_sp;67888026;30/04/2014;GUANGDONG DAHUANONG ANIMAL HEALTH PRODUCTS
mult_sp;67888026;30/04/2014;ZHAOQING DAHUANONG BIOLOGIC PHARMACEUTICAL
mult_sp;67929383;11/03/2013;PU LIKE BIO ENGINEERING
suin;67935906;24/06/2014;HUAZHONG UNIVERSITY OF SCIENCE & TECHNOLOGY
suin;67935906;24/06/2014;WUHAN BEST CARRIER NANO TECHNOLOGY
mult_sp;67939651;"2013-08-23
2014-06-13";INNER MONGOLIA UNIVERSITY FOR THE NATIONALITIES
suin;67940608;19/02/2014;SHANGHAI VETERINARY RESEARCH INSTITUTE CHINESE ACADEMY OF AGRICULTURAL SCIENCES
mult_sp;67981992;16/05/2013;SHENLIAN BIOLOGICAL MEDICINE
bovin;67985370;16/05/2013;PU LIKE BIO ENGINEERING
avian;67986450;07/08/2014;HARBIN BOAO BIOLOGICAL MEDICAL TECHNOLOGY DEVELOPMENT
avian;67986453;15/05/2013;PU LIKE BIO ENGINEERING
suin;68033372;01/09/2014;HUAZHONG AGRICULTURAL UNIVERSITY
