host;Questel unique family ID (FAN);Priority dates;Latest standardized assignees - inventors removed
bovin;78466673;2017-08-30;CHINA ANIMAL HUSBANDRY INDUSTRY
bovin;78472435;2017-08-28;HEILONGJIANG AUGUST FIRST LAND RECLAMATION UNIVERSITY
bovin;77621177;2017-07-10;INSTITUTE OF ANIMAL SCIENCES CHINESE ACADEMY OF AGRICULTURAL SCIENCES
bovin;83239514;2017-06-22;REPUBLIC OF KOREA
bovin;82456513;2017-06-05;HUAZHONG AGRICULTURAL UNIVERSITY
bovin;77282113;2017-01-13;NOVO BIOTECH
bovin;79532882;2017-01-13;NOVO BIOTECH
bovin;79532531;2016-12-28;NOVO BIOTECH
bovin;79532514;2016-12-23;NOVO BIOTECH
bovin;80125604;"2016-12-12
2017-01-11";INTERVET INTERNATIONAL
bovin;80125604;"2016-12-12
2017-01-11";MEDTRONIC INTERVET
bovin;79102984;2016-09-14;HUA WEI TE BIOPHARMACEUTICAL
bovin;79063178;2016-08-29;PU LIKE BIO ENGINEERING
bovin;78817071;2016-08-05;FEDERALNOE GOSUDARSTVENNOE BYUDZHETNOE NAUCHNOE UCHREZHDENIE VSEROSSIJSKIJ NAUCHNO ISSLEDOVATELSKIJ
bovin;74124667;2016-07-04;CHINA INSTITUTE OF VETERINARY DRUGS CONTROL
bovin;77463496;2016-04-07;UNIVERSITY OF VIRGINIA
bovin;73262268;2016-01-06;CHINA INSTITUTE OF VETERINARY DRUGS CONTROL
bovin;73262268;2016-01-06;SPIRIT JINYU BIOLOGICAL PHARMACEUTICAL
bovin;75209339;"2015-07-22
2016-07-22";UNIVERSITY OF SASKATCHEWAN
bovin;75209339;"2015-07-22
2016-07-22";INTERNATIONAL LIVESTOCK RESEARCH INSTITUTE
bovin;75209339;"2015-07-22
2016-07-22";KENYA AGRICULTURE & LIVESTOCK RESEARCH ORGANIZATION
bovin;70929414;2015-06-01;SHANDONG NORMAL UNIVERSITY
bovin;69736478;"2015-04-09
2016-04-08";AGRICULTURAL RESEARCH COUNCIL
bovin;71904711;2014-06-30;AQUILÓN CYL
bovin;71904711;2014-06-30;UNIVERSITAT AUTONOMA DE BARCELONA
bovin;69279250;"2013-11-01
2014-10-30
2017-08-04";MERIAL
bovin;68500825;2013-07-29;GRIFFITH UNIVERSITY
bovin;70801942;2013-06-27;UFPEL-UNIVERSIDADE FEDERAL DE PELOTAS
bovin;67985370;2013-05-16;PU LIKE BIO ENGINEERING
bovin;67454633;"2013-03-18
2014-03-17";MEDTRONIC INTERVET
bovin;73773430;"2013-03-15
2014-03-13";ZOETIS SERVICES
bovin;82836950;"2013-02-27
2014-02-27
2015-08-21
2018-06-12";INSTITUTO NACIONAL DE TECNOLOGÃ**A AGROPECUARIA
bovin;66092466;"2012-11-29
2013-11-28";INTERVET INTERNATIONAL
bovin;66336216;"2012-11-08
2013-11-08
2015-11-06
2016-01-08
2016-03-21
2016-09-30
2017-04-10
2017-05-12
2017-06-15
2018-06-25";US DEPARTMENT OF AGRICULTURE
bovin;66336216;"2012-11-08
2013-11-08
2015-11-06
2016-01-08
2016-03-21
2016-09-30
2017-04-10
2017-05-12
2017-06-15
2018-06-25";BIOTECHNOLOGY RESEARCH & DEVELOPMENT
bovin;61170586;2012-09-25;FEDERAL NOE G BJUDZHETNOE UCHREZHDENIE FEDERAL NYJ TS OKHRANY ZDOROV JA ZHIVOTNYKH FGBU VNIIZZH
bovin;65036062;2012-09-17;FEDERAL NOE G BJUDZHETNOE UCHREZHDENIE FEDERAL NYJ TS OKHRANY ZDOROV JA ZHIVOTNYKH FGBU VNIIZZH
bovin;64758040;"2012-09-11
2013-09-11
2017-09-28";TEXAS A & M UNIVERSITY
bovin;61342584;2012-07-27;G NAUCHNOE UCHREZHDENIE VRNII VETERINARNOJ SANITARII GIGIENY I EHKOLOGII ROSSIJSKOJ AKADEMII SKO
bovin;61169576;2012-07-27;G NAUCHNOE UCHREZHDENIE VRNII VETERINARNOJ SANITARII GIGIENY I EHKOLOGII ROSSIJSKOJ AKADEMII SKO
bovin;61261504;"2012-06-27
2012-09-10
2013-06-24
2014-12-17
2015-12-14
2016-04-07
2017-03-30
2017-04-03
2018-05-17";UNIVERSITY OF VIRGINIA
bovin;61162984;2012-06-14;VETALL
bovin;45546938;2011-12-29;UNIVERSIDADE FEDERAL DE MINAS GERAIS - UFMG
bovin;45546938;2011-12-29;GUIMARAES FONSECA FLAVIO
bovin;45655674;2011-11-08;pf 
bovin;36360591;2011-09-20;G NAUCHNOE UCHREZHDENIE NI VETERINARNYJ INSTITUTE NECHERNOZEMNOJ ZONY RF ROSSIJSKOJ AKADEMII SKOKHOZJ
bovin;44691924;"2011-07-05
2012-07-04
2016-05-31";MEAT & LIVESTOCK AUSTRALIA
bovin;44691924;"2011-07-05
2012-07-04
2016-05-31";STATE OF QUEENSLAND
bovin;7491690;2011-05-24;GREEN CORAL TECHNOLOGY
bovin;62015676;2011-03-02;HUAZHONG AGRICULTURAL UNIVERSITY
bovin;62252643;2011-02-23;HUAZHONG AGRICULTURAL UNIVERSITY
bovin;7353217;"2010-12-27
2011-12-21";ELANCO
bovin;66191387;2010-09-27;INSTITUTE EXPRM & CLINICAL VETERINA
bovin;44639929;"2010-09-21
2011-09-21";INTERVET INTERNATIONAL
bovin;15034421;"2010-07-29
2010-08-03
2011-07-29";UNIVERSITY OF EDINBURGH
bovin;36351931;2010-07-05;FEDERAL NOE G UCHREZHDENIE FEDERAL NYJ TS OKHRANY ZDOROV JA ZHIVOTNYKH FGU VNIIZZH
bovin;7166294;2010-03-06;JILIN AGRICULTURAL UNIVERSITY
bovin;7134488;2010-02-26;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
bovin;7072598;2009-12-24;HUAZHONG AGRICULTURAL UNIVERSITY
bovin;46094682;"2009-11-23
2013-09-05";ZOETIS SERVICES
bovin;7282115;2009-11-04;TIANJIN RINGPU BIOLOGY TECHNOLOGY
bovin;73158;2009-08-31;INSTITUTE NAC DE TECNOLOGIA AGROPECUARIA INTA
bovin;8112538;2009-04-28;PFIZER
bovin;36319861;2009-03-05;MOSCOW STATE INSTITUTE OF ELECTRONIC TECHNOLOGY
bovin;44375511;"2009-02-02
2010-02-02
2011-08-02
2015-07-31";WASHINGTON STATE UNIVERSITY
bovin;44279178;"2009-01-09
2014-08-27";BOEHRINGER INGELHEIM VETMEDICA
bovin;4136588;2009-01-09;BOEHRINGER INGELHEIM VETMEDICA
bovin;35428034;2009-01-09;BOEHRINGER INGELHEIM VETMEDICA
bovin;5202710;"2008-12-03
2009-04-28
2009-11-23
2009-11-24
2017-02-13";ZOETIS SERVICES
bovin;6822541;"2008-10-31
2009-10-22";BOEHRINGER INGELHEIM VETMEDICA
bovin;7201695;"2008-10-03
2009-10-01";CORNELL UNIVERSITY
bovin;7201695;"2008-10-03
2009-10-01";ELANCO TIERGESUNDHEIT
bovin;61901092;"2008-09-17
2009-09-16";JUSTUS LIEBIG UNIVERSITAT GIESSEN
bovin;61901092;"2008-09-17
2009-09-16";INTERVET INTERNATIONAL
bovin;68377;"2008-06-25
2009-06-24";BOEHRINGER INGELHEIM VETMEDICA
bovin;1841066;"2008-01-30
2009-01-29";UNI AUT NOMA DE BARCELONA
bovin;14984651;"2007-10-31
2008-10-28";NOVARTIS
bovin;14984651;"2007-10-31
2008-10-28";ROYAL VETERINARY COLLEGE
bovin;36265822;2007-04-27;RUSSIAN ACADEMY OF AGRICULTURAL SCIENCES
bovin;4699859;"2007-03-26
2008-03-25";WYETH
bovin;38251875;2007-03-09;NATIONAL CHUNG HSING UNIVERSITY
bovin;64535256;2006-12-06;ZOE AWARD
bovin;38626161;2006-10-20;pf 
bovin;55631;"2006-09-22
2007-09-20";INTERVET INTERNATIONAL
bovin;68308674;"2005-12-07
2006-11-24
2008-05-13
2011-06-22";ZOETIS
bovin;5318986;"2005-12-07
2006-11-24";PAH USA 15
bovin;5323803;"2005-11-15
2006-11-13
2006-11-15";BOEHRINGER INGELHEIM VETMEDICA
bovin;36215174;2005-10-06;G NAUCHNOE UCHREZHDENIE VSEROS
bovin;36270699;2005-08-18;GNU VRNII EHKSPERIMENTAL NOJ V
bovin;1823688;2005-07-13;MONASH UNIVERSITY
bovin;36264329;2005-07-08;G NAUCHNOE UCHREZHDENIE GNU VS
bovin;36264304;2005-07-08;G NAUCHNOE UCHREZHDENIE GNU VS
bovin;1804381;"2005-07-07
2006-07-06";UNIVERSITY OF BERN
bovin;36212196;2005-05-30;GNU VNII VETERINARNOJ VIRUSOLO
bovin;36264405;2005-02-17;GNU VNII VETERINARNOJ VIRUSOLO
bovin;36229025;2004-12-29;GNU VNII VETERINARNOJ VIRUSOLOGII I MIKROBIOLOGII
bovin;5365592;"2004-12-22
2005-12-21";INTERVET INTERNATIONAL
bovin;38542628;2004-12-17;INSTITUTE EXPRM & CLINICAL VETERINA
bovin;38542643;2004-12-17;INSTITUTE EXPRM & CLINICAL VETERINA
bovin;38537878;2004-08-16;INSTITUTE EXPRM & CLINICAL VETERINA
bovin;14883152;"2004-07-09
2005-07-11";MOREDUN RESEARCH INSTITUTE
bovin;36259550;2004-07-09;FEDERAL NOE GOSUDARSTVENNOE UCHREZHDENIE FEDERAL NYJ TSENTR OKHRANY ZDOROV JA ZHIVOTNYKH
bovin;5227592;2004-05-31;UNIVERSITY BEIJING
bovin;58049;"2004-05-19
2004-07-20
2005-05-18
2005-05-19";BOEHRINGER INGELHEIM VETMEDICA
bovin;54859240;"2004-05-14
2004-10-26
2005-05-12";SITY CHAUDHARY CHARAN SINGH HA
bovin;4072662;"2004-05-14
2004-05-17
2005-05-16
2006-12-13";NATIONAL RESEARCH COUNCIL OF CANADA
bovin;83851421;2004-04-13;PFIZER PRODUCTS
bovin;55670;"2004-03-17
2005-03-04";PHARMACIA & UPJOHN
bovin;36207830;2003-08-11;GOSUDARSTVENNOE NAUCHNOE UCHREZHDENIE INSTITUT EHKSPERIMENTAL NOJ VETERINARII SIBIRI I DAL NEGO VOSTOKA SIBIRSKOGO OTDELENIJA ROSSEL KHOZAKADEMII
bovin;5197143;"2003-07-29
2004-07-16
2004-07-26
2008-04-04";PFIZER
bovin;5197143;"2003-07-29
2004-07-16
2004-07-26
2008-04-04";ZOETIS SERVICES
bovin;26013;"2003-07-14
2003-09-22
2004-07-14
2004-09-21";INTERNATIONAL LIVESTOCK RESEARCH INSTITUTE
bovin;5140853;"2003-07-02
2004-07-02";US DEPARTMENT OF AGRICULTURE
bovin;5140853;"2003-07-02
2004-07-02";BIOTECHNOLOGY RESEARCH & DEVELOPMENT
bovin;38564315;2003-05-30;pf 
bovin;36858239;2003-05-16;pf 
bovin;32283;"2003-04-21
2004-04-13
2007-03-15";ZOETIS SERVICES
bovin;38608224;2003-04-01;pf 
bovin;1702768;2003-02-19;MERIAL
bovin;43996554;"2003-01-03
2004-01-05";UNIVERSITY OF NEBRASKA
bovin;19510;"2002-08-26
2003-08-14
2003-08-26
2007-08-30
2008-12-16
2010-06-22
2012-12-28";PFIZER
bovin;19510;"2002-08-26
2003-08-14
2003-08-26
2007-08-30
2008-12-16
2010-06-22
2012-12-28";ZOETIS SERVICES
bovin;1720847;"2002-08-13
2003-08-12";INTERVET INTERNATIONAL
bovin;1707276;"2002-08-01
2003-07-30
2005-01-31";NATIONAL RESEARCH COUNCIL OF CANADA
bovin;36144029;2002-06-28;FEDERAL NOE GOSUDARSTVENNOE UCHREZHDENIE VSEROSSIJSKIJ NAUCHNO ISSLEDOVATEL SKIJ INSTITUT ZASHCHITY
bovin;64311;"2001-09-06
2001-09-18
2002-09-05
2002-09-06
2006-09-20
2012-02-01";BOEHRINGER INGELHEIM VETMEDICA
bovin;43448359;"2001-08-28
2002-08-27";PFIZER
bovin;43448359;"2001-08-28
2002-08-27";PFIZER PRODUCTS
bovin;761007;"2001-05-03
2002-05-03";NOVARTIS
bovin;36137001;2000-12-15;VRNII
bovin;36137001;2000-12-15;HKSPERIMENTAL NOJ VETERINARII
bovin;64515036;2000-11-29;SAINT JOHN BARRINGER THE NEW YORK SPIRIT OF PROGRAMMING HIGHLIGHTS MEDICINE CROW
bovin;4042895;"2000-11-22
2000-12-18
2001-11-21";PFIZER
bovin;4042895;"2000-11-22
2000-12-18
2001-11-21";PFIZER PRODUCTS
bovin;43295928;"2000-07-13
2002-12-18";IDAHO RESEARCH FOUNDATION
bovin;1558355;"2000-06-27
2001-06-15";PFIZER ANIMAL HEALTH
bovin;1558355;"2000-06-27
2001-06-15";ID LELYSTAD
bovin;810423;"2000-04-21
2001-04-17";INTERVET INTERNATIONAL
bovin;36131628;2000-04-17;ASHCHITY ZHIVOTNYKH
bovin;36131628;2000-04-17;VRNII Z
bovin;73600657;"1999-11-30
1999-12-14
2000-11-29";BOEHRINGER INGELHEIM VETMEDICA
bovin;18528;"1999-11-30
1999-12-14
2000-11-06";BOEHRINGER INGELHEIM VETMEDICA
bovin;13401;"1999-08-19
2000-08-18
2002-06-17
2008-08-26";MINI FOR AGRICULTURE MINISTER FOR LAND & WATER CONSERVATION FOR & ON BEHALF OF THE STATE OF NEW
bovin;14765424;"1999-04-29
2000-04-25";INTERVET INTERNATIONAL
bovin;4023085;1999-02-02;AKZO NOBEL
bovin;4034934;"1999-02-02
2000-01-27
2000-04-26";AKZO NOBEL
bovin;912755;"1999-01-08
1999-12-24
2001-09-13
2012-03-14";ZOETIS SERVICES
bovin;60018;"1998-11-10
1999-11-04
2000-08-29
2000-10-31
2002-04-29";PFIZER
bovin;43450084;"1998-04-02
1998-10-26
1999-04-01
2002-08-12
2005-05-09
2007-05-01";UNIVERSITY OF OKLAHOMA
bovin;71607548;"1998-04-02
1998-10-26
1999-04-01";OKLAHOMA STATE UNIVERSITY
bovin;43933212;1998-03-13;VETOQUINOL
suin;40971;2006-02-28;CENTRO DE INGENIERIA GENETICA & BIOTECHNOLOGICA
suin;40971;2006-02-28;CENTRO NACIONAL DE SANIDAD AGROPECUARIA
suin;6502946;2005-11-29;IOWA STATE UNIVERSITY RESEARCH FOUNDATION
suin;55034717;2011-05-27;SINOVET BIOPHARM
suin;5307248;2004-06-17;BOEHRINGER INGELHEIM VETMEDICA
suin;45557762;2011-12-30;UNITED BIOMEDICAL
suin;7708716;2011-02-17;BOEHRINGER INGELHEIM VETMEDICA
suin;67454564;2013-03-20;OPTIPHARM
suin;6852957;2008-08-25;BOEHRINGER INGELHEIM VETMEDICA
suin;44649705;2010-11-10;ZOETIS SERVICES
suin;2786464;2006-05-30;US DEPARTMENT OF AGRICULTURE
suin;12614;1998-12-22;ZOETIS SERVICES
suin;68859915;2005-08-30;UNIVERSITY OF NEBRASKA
suin;69699811;2013-12-20;BOEHRINGER INGELHEIM VETMEDICA
suin;7798566;2010-05-18;IDT BIOLOG
suin;67442617;2013-03-15;BOEHRINGER INGELHEIM VETMEDICA
suin;14832734;2002-01-22;PROTATEK INTERNATIONAL
suin;61250098;2012-05-17;ZOETIS SERVICES
suin;69122226;2013-10-19;KONKUK UNIVERSITY INDUSTRIAL COOPERATION
suin;1042483;2006-07-29;HEALTHBANKS BIOTECH
suin;73780486;2015-12-31;REPUBLIC OF KOREA MANAGEMENT MINI OF AGRICULTURE FOOD & RURAL AFFAIRS
suin;66000444;2012-10-09;NATIONAL UNIVERSITY CHONBUK INDUSTRY COOP FOUND
suin;66000444;2012-10-09;KOREA RURAL DEVELOPMENT ADMINISTRATION (RDA)
suin;66000444;2012-10-09;CHONBUK NATIONAL UNIVERSITY INDUSTRY ACADEMIC COOPERATION TEAM
suin;1799074;2006-07-05;ANIMAL TECHNOLOGY INSTITUTE TAIWAN
suin;1799074;2006-07-05;AGRICULTURAL TECHNOLOGY RESEARCH INSTITUTE
suin;79667991;2016-11-03;BOEHRINGER INGELHEIM VETMEDICA
suin;80127816;2016-12-14;ZOETIS SERVICES
suin;35353439;2011-07-18;SEOUL NATIONAL UNIVERSITY R&DB FOUNDATION (SNU)
suin;76577096;2015-12-28;MERIAL
suin;35328147;2010-07-30;KYUNGPOOK NATIONAL UNIVERSITY  INDUSTRY ACADEMIC COOPERATION FOUNDATION
suin;78285967;2016-06-27;PULIKE BIOLOGICAL ENGINEERING
suin;77018727;2016-02-18;ELANCO
suin;69692104;2013-12-18;BOEHRINGER INGELHEIM VETMEDICA
suin;7592615;2011-02-17;BOEHRINGER INGELHEIM VETMEDICA
suin;44677131;2011-05-13;ZOETIS SERVICES
suin;44677131;2011-05-13;HENRY M JACKSON FOUNDATION FOR THE ADVANCEMENT OF MILITARY MEDICINE
suin;74736509;2015-06-01;REBER GENETICS
suin;35353605;2012-01-18;SEOUL NATIONAL UNIVERSITY R&DB FOUNDATION (SNU)
suin;34008575;2006-03-10;REPUBLIC OF KOREA
suin;36354051;2011-03-21;G NAUCHNOE UCHREZHDENIE SARATOVSKIJ NI VETERINARNYJ INSTITUTE ROSSIJSKOJ AKADEMII SKOKHOZJAJSTVENNYKH
suin;36354051;2011-03-21;OOO NII MEDIKO VETERINARNYKH BIOTEKHNOLOGIJ OOO NIMB
suin;15078887;2010-04-16;GHENT UNIVERSITY
suin;77686139;2016-07-01;US DEPARTMENT OF AGRICULTURE
suin;77686139;2016-07-01;UNIVERSITY OF CONNECTICUT
suin;35388865;2011-05-30;KONKUK UNIVERSITY INDUSTRIAL COOPERATION
suin;61964095;2000-11-09;UNIVERSITY OF ILLINOIS
suin;67360689;2014-06-19;PIRBRIGHT INSTITUTE
suin;29397;2005-12-01;CSIC - CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS
suin;29397;2005-12-01;FORT DODGE VERTERIANARIA
suin;29397;2005-12-01;FORT DODGE VETERINARIA
suin;1283021;2000-08-10;TSINGHUA UNIVERSITY
suin;1283021;2000-08-10;BEIJING FEIKAI BIOTECH
suin;76763148;2016-01-06;BEIJING JIANXIANG HEMU BIOLOGICAL TECHNOLOGY
suin;34923901;2003-10-27;CHOONG ANG VACCINE LAB
suin;61231635;2012-04-24;OHIO STATE INNOVATION FOUNDATION
suin;6626478;2007-06-25;UNIVERSITY OF SOUTH DAKOTA
suin;62210680;2011-01-05;CHONGQING UNIVERSITY
suin;1844217;2007-05-22;US DEPARTMENT OF AGRICULTURE
suin;1844217;2007-05-22;UNIVERSITY OF CONNECTICUT
suin;74462716;2016-06-21;JIANGSU ACADEMY OF AGRICULTURAL SCIENCES
suin;72306897;2014-08-13;NATIONAL UNIVERSITY CHONBUK INDUSTRY COOP FOUND
suin;74986698;2015-06-23;MERIAL
suin;4013036;1998-06-16;pf 
suin;1341099;2000-08-10;TSINGHUA UNIVERSITY
suin;1341099;2000-08-10;BEIJING FEIKAI BIOTECH
suin;44490470;2011-06-01;MERIAL
suin;44490470;2011-06-01;CHULALONGKORN UNIVERSITY
suin;67501325;2014-07-11;JIANGSU NANNONG HI TECHNOLOGY
suin;957147;2002-12-31;INSTITUTE BIOTECHNOLOGII I ANTYBIOT
suin;6563671;2007-04-30;PHIBRO ANIMAL HEALTH
suin;6374770;2007-03-14;CHINA ANIMAL DISEASE CONTROL CENTER
suin;57423;2004-04-23;ZOETIS SERVICES
suin;4228736;2010-06-02;VIRGINIA TECH INTELLECTUAL PROPERTIES
suin;14882129;2004-07-09;CID
suin;8261;2005-02-25;PFIZER
suin;8261;2005-02-25;ZOETIS SERVICES
suin;59520747;2013-09-18;ZHEJIANG MIBOLERONE BIOLOGICAL TECHNOLOGY
suin;44162069;2006-06-22;RATH MATTHIAS
suin;44272213;2008-10-24;UNIVERSITY OF CONNECTICUT
suin;44272213;2008-10-24;US DEPARTMENT OF AGRICULTURE
suin;12661;2005-01-13;BOEHRINGER INGELHEIM VETMEDICA
suin;78731417;2016-08-05;HIPRA SCIENTIFIC U
suin;78731417;2016-08-05;CSIC - CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS
suin;77367157;2016-03-23;MEDTRONIC INTERVET
suin;79963496;2016-11-29;INTERVET INTERNATIONAL
suin;79963496;2016-11-29;MEDTRONIC INTERVET
suin;65336467;2013-07-17;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
suin;65336467;2013-07-17;HARBIN WEIKE BIOTECHNOLOGY DEVELOPMENT
suin;6574917;2006-10-05;CEREBUS BIOLOGICALS
suin;1335993;1998-01-27;UNIVERSITY OF GUELPH
suin;1335993;1998-01-27;AGRICULTURE & AGRI FOOD CANADA
suin;1847537;2008-02-29;GHENT UNIVERSITY
suin;71487809;2014-05-23;BOEHRINGER INGELHEIM VETMEDICA
suin;43828330;2008-01-15;US DEPARTMENT OF AGRICULTURE
suin;80937983;2017-02-08;GAEA BIOTECH
suin;69239400;2014-12-30;SHANXI LONGKER BIOLOGICAL PHARMACEUTICAL
suin;77794517;2016-05-19;TEMASEK
suin;35263765;2010-02-04;REPUBLIC OF KOREA
suin;69554696;2013-12-03;INTERVET INTERNATIONAL
suin;76706261;2015-12-29;PU LIKE BIO ENGINEERING
suin;34312150;2011-07-18;SEOUL NATIONAL UNIVERSITY R&DB FOUNDATION (SNU)
suin;65336466;2013-07-17;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
suin;65336466;2013-07-17;HARBIN WEIKE BIOTECHNOLOGY DEVELOPMENT
suin;77022520;2017-03-01;UNITED BIOMEDICAL
suin;72129086;2014-07-18;REPUBLIC OF KOREA
suin;1677;2004-09-21;BOEHRINGER INGELHEIM VETMEDICA
suin;77367164;2016-03-23;MEDTRONIC INTERVET
suin;78970152;2017-09-30;TIANJIN RINGPU BIOLOGY TECHNOLOGY
suin;7758200;2011-12-31;TIANJIN RINGPU BIOLOGY TECHNOLOGY
suin;44947001;2013-01-29;QILU ANIMAL HEALTH PRODUCTS
suin;1016107;2006-04-10;INTERVET INTERNATIONAL
suin;7163766;2010-06-29;NORTH WEST AGRICULTURE & FORESTRY UNIVERSITY
suin;38524102;2010-05-27;VECTOGEN
suin;73587782;2016-04-01;CHINA ANIMAL DISEASE CONTROL CENTER
suin;69813222;2015-02-05;SICHUAN AGRICULTURAL UNIVERSITY
suin;951747;1999-04-22;BOEHRINGER INGELHEIM VETMEDICA
suin;951747;1999-04-22;US DEPARTMENT OF AGRICULTURE
suin;6959781;2009-10-26;CHINA INSTITUTE OF VETERINARY DRUGS CONTROL
suin;6959781;2009-10-26;GUANGDONG WINSUN BIO PHARMACEUTICAL
suin;78237354;2016-06-15;REPUBLIC OF KOREA
suin;45100222;2011-10-28;LIAONING CHENGDA ANIMAL PHARMACEUTICAL
suin;71556149;2015-06-29;BEIJING VETERINARY BIOPHARMACEUTICAL PLANT
suin;7285851;2010-09-15;WUHAN CHOPPER BIOLOGY
suin;44946994;2012-12-29;PU LIKE BIO ENGINEERING
suin;63772;1998-06-05;BOEHRINGER INGELHEIM VETMEDICA
suin;66203180;2012-12-07;UNIVERSITY OF ILLINOIS
suin;1485393;2000-05-24;MERIAL
suin;6688729;2008-07-17;ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES
suin;74971928;2016-09-22;QILU ANIMAL HEALTH PRODUCTS
suin;66353414;2014-03-21;JILIN ZHENGYE BIOLOGICAL PRODUCTS
suin;74947478;2016-07-23;DALIAN UNIVERSITY
suin;73110081;2015-12-31;HENAN AGRICULTURAL UNIVERSITY
suin;7223115;2010-06-29;NORTH WEST AGRICULTURE & FORESTRY UNIVERSITY
suin;5195038;2004-11-11;PFIZER
suin;5195038;2004-11-11;ZOETIS SERVICES
suin;7405987;2011-04-13;WUHAN CHOPPER BIOLOGY
suin;7089981;2010-05-19;INSTITUTE OF MICROBIOLOGY CHINESE ACADEMY OF SCIENCES
suin;8028268;2011-08-04;GUANGZHOU GLAM BIOTECHNOLOGY
suin;7110822;2010-06-28;SINOVET BIOTECHNOLOGY
suin;7110822;2010-06-28;HUA WEI TE BIOPHARMACEUTICAL
suin;65037832;2012-09-26;UNIVERSITY OF MANITOBA
suin;65037832;2012-09-26;UNIVERSITEIT LEIDEN
suin;70324168;2014-01-17;BEIJING DABEINONG TECHNOLOGY
suin;70324168;2014-01-17;FUZHOU BEI NONG BIOTECH
suin;70324168;2014-01-17;BEIJING KEMUFENG BIOLOGICAL PHARMACEUTICAL
suin;70324168;2014-01-17;BEIJING DABEI AGRICULTURAL SCIENCE & TECHNOLOGY
suin;15056139;2010-11-26;CSIC - CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS
suin;15056139;2010-11-26;PFIZER OLOT
suin;59613620;2013-10-31;CHENGDU TIANBANG BIOLOGICAL PRODUCT
suin;7090004;2010-02-23;CHINA INSTITUTE OF VETERINARY DRUGS CONTROL
suin;7090004;2010-02-23;GUANGDONG YONGSHUN BIO PHARMACEUTICAL
suin;73301175;2014-11-27;NATIONAL UNIVERSITY CHONBUK INDUSTRY COOP FOUND
suin;76556320;2015-12-10;KOREA RESEARCH INSTITUTE OF BIOSCIENCE AND BIOTECHNOLOGY
suin;7883865;2012-07-04;CHINA ANIMAL DISEASE CONTROL CENTER
suin;7883865;2012-07-04;GUANGDONG DAHUANONG ANIMAL HEALTH PRODUCTS
suin;71960845;2006-02-28;CENTRO DE INGENIERIA GENETICA & BIOTECHNOLOGICA
suin;72448594;2014-09-24;US DEPARTMENT OF AGRICULTURE
suin;72448594;2014-09-24;UNIVERSITY OF CONNECTICUT
suin;36208745;2002-10-16;FEDERAL NOE GOSUDARSTVENNOE UCHREZHDENIE VSEROSSIJSKIJ NAUCHNO ISSLEDOVATEL SKIJ INSTITUT ZASHCHITY
suin;61269639;2012-07-18;SOUTH DAKOTA BOARD OF REGENTS
suin;61269639;2012-07-18;ACAD ZIEKENHUIS LEIDEN LUMC
suin;61269639;2012-07-18;UNIVERSITY COLLEGE CORK
suin;61269639;2012-07-18;CAMBRIDGE ENTERPRISE
suin;66446118;2014-03-21;JILIN ZHENGYE BIOLOGICAL PRODUCTS
suin;70934778;2015-06-17;TIANJIN AGRICULTURAL UNIVERCITY
suin;7233919;2010-07-28;CHINA INSTITUTE OF VETERINARY DRUGS CONTROL
suin;71537761;1998-05-28;KOREA MICRO BIOLOGICAL LAB
suin;82289775;2017-05-30;US DEPARTMENT OF AGRICULTURE
suin;7883862;2012-07-04;CHINA ANIMAL DISEASE CONTROL CENTER
suin;7883862;2012-07-04;GUANGDONG DAHUANONG ANIMAL HEALTH PRODUCTS
suin;75240771;2016-10-17;SICHUAN HUASHEN ANIMAL BIOLOGICAL PRODUCTS
suin;46001207;2013-07-03;YEBIO BIOENGINEERING
suin;44430221;2011-01-20;WU HUA
suin;46163330;2012-04-04;ZOETIS SERVICES
suin;75083610;2016-08-30;QILU ANIMAL HEALTH PRODUCTS
suin;45633976;2011-12-01;UNIVERSITY OF MARYLAND
suin;7559824;2008-12-23;INTERVET INTERNATIONAL
suin;69613632;2013-12-12;MEDTRONIC INTERVET
suin;36292799;2007-11-22;FEDERAL INSTITUTE
suin;76263292;2015-11-19;DINGZHENG BIOLOGICAL PHARMACEUTICAL
suin;6870411;2008-06-18;LUOYANG PU LIKE BIO ENGINEERING
suin;74723241;2012-05-17;ZOETIS
suin;940169;2005-04-25;MERIAL
suin;7238414;2010-11-10;SHANGHAI VETERINARY RESEARCH INSTITUTE CHINESE ACADEMY OF AGRICULTURAL SCIENCES
suin;62154298;2008-06-24;YANGZHOU YOUBANG BIO CHEMICAL PHARMACEUTIAL
suin;74961794;2016-08-30;QILU ANIMAL HEALTH PRODUCTS
suin;61992615;2007-11-30;CHINA INSTITUTE OF VETERINARY DRUGS CONTROL
suin;61992615;2007-11-30;GUANGDONG YONGSHUN BIO PHARMACEUTICAL
suin;7285874;2010-09-15;WUHAN CHOPPER BIOLOGY
suin;61868993;2012-08-29;MEDTRONIC INTERVET
